concept_id,indicator,model_id,series_id,year,value,unit,mapped_unit,observation_status,result_available,source_file,source_sheet,source_cell,source_formula,method,price_basis,scope,sign_convention,definition_group,vintage_id,time_aggregation,mapping_note,technical_interpretation,source_record
gdp_nominal_market,Nominal GDP at market prices,ministry_caem,gdp_nom,2026,133901.30672570318,mln AZN,mln AZN,original_forecast,true,CAEM.xlsb / native formula export,5a.  GDP Nominal + (S+I),P24,P7+P11+P17-P19+P21,"exact native sheet output, year header independently checked",current market,authoritative whole-economy GDP aggregate/expenditure5a row24,positive magnitude,gdp_market,original_CAEM_2024_actual_2025_forecast,,,"Compare current market-price GDP in million AZN, not basic-price value added. Ministry macro aggregates linked production accounts; CAEM canonical GDP is expenditure-framework sheet 5a row 24, while its production-book row 85 remains separate. Oxlon 2025 is an official-history replacement. Retained input and revision boundaries differ.","{""model_id"":""ministry_caem"",""scenario_id"":""baseline"",""vintage_id"":""original_CAEM_2024_actual_2025_forecast"",""series_id"":""gdp_nom"",""concept"":""Core-framework nominal GDP at market prices, expenditure account"",""unit"":""mln AZN"",""frequency"":""annual"",""year"":2026,""value"":133901.30672570318,""status"":""run_calculated"",""data_status"":""original_forecast"",""source_file"":""CAEM.xlsb / native formula export"",""source_sheet"":""5a.  GDP Nominal + (S+I)"",""source_cell"":""P24"",""method"":""exact native sheet output, year header independently checked"",""fr_id"":""FR01"",""error"":null,""fr_ids"":[""FR1""],""coverage_scope"":""direct_original_output_atom"",""price_basis"":""current market GDP"",""unit_scale_unresolved"":false,""source_atom_id"":""ministry_caem:source:5a.  GDP Nominal + (S+I):row24"",""caveat"":""Exact original row now exported by the actual CAEM engine; source unit/header caveats preserved."",""source_value_type"":""formula_calculated""}"
gdp_nominal_market,Nominal GDP at market prices,ministry_caem,gdp_nom,2027,142955.26225255048,mln AZN,mln AZN,original_forecast,true,CAEM.xlsb / native formula export,5a.  GDP Nominal + (S+I),Q24,Q7+Q11+Q17-Q19+Q21,"exact native sheet output, year header independently checked",current market,authoritative whole-economy GDP aggregate/expenditure5a row24,positive magnitude,gdp_market,original_CAEM_2024_actual_2025_forecast,,,"Compare current market-price GDP in million AZN, not basic-price value added. Ministry macro aggregates linked production accounts; CAEM canonical GDP is expenditure-framework sheet 5a row 24, while its production-book row 85 remains separate. Oxlon 2025 is an official-history replacement. Retained input and revision boundaries differ.","{""model_id"":""ministry_caem"",""scenario_id"":""baseline"",""vintage_id"":""original_CAEM_2024_actual_2025_forecast"",""series_id"":""gdp_nom"",""concept"":""Core-framework nominal GDP at market prices, expenditure account"",""unit"":""mln AZN"",""frequency"":""annual"",""year"":2027,""value"":142955.26225255048,""status"":""run_calculated"",""data_status"":""original_forecast"",""source_file"":""CAEM.xlsb / native formula export"",""source_sheet"":""5a.  GDP Nominal + (S+I)"",""source_cell"":""Q24"",""method"":""exact native sheet output, year header independently checked"",""fr_id"":""FR01"",""error"":null,""fr_ids"":[""FR1""],""coverage_scope"":""direct_original_output_atom"",""price_basis"":""current market GDP"",""unit_scale_unresolved"":false,""source_atom_id"":""ministry_caem:source:5a.  GDP Nominal + (S+I):row24"",""caveat"":""Exact original row now exported by the actual CAEM engine; source unit/header caveats preserved."",""source_value_type"":""formula_calculated""}"
gdp_nominal_market,Nominal GDP at market prices,ministry_caem,gdp_nom,2028,151715.5824769412,mln AZN,mln AZN,original_forecast,true,CAEM.xlsb / native formula export,5a.  GDP Nominal + (S+I),R24,R7+R11+R17-R19+R21,"exact native sheet output, year header independently checked",current market,authoritative whole-economy GDP aggregate/expenditure5a row24,positive magnitude,gdp_market,original_CAEM_2024_actual_2025_forecast,,,"Compare current market-price GDP in million AZN, not basic-price value added. Ministry macro aggregates linked production accounts; CAEM canonical GDP is expenditure-framework sheet 5a row 24, while its production-book row 85 remains separate. Oxlon 2025 is an official-history replacement. Retained input and revision boundaries differ.","{""model_id"":""ministry_caem"",""scenario_id"":""baseline"",""vintage_id"":""original_CAEM_2024_actual_2025_forecast"",""series_id"":""gdp_nom"",""concept"":""Core-framework nominal GDP at market prices, expenditure account"",""unit"":""mln AZN"",""frequency"":""annual"",""year"":2028,""value"":151715.5824769412,""status"":""run_calculated"",""data_status"":""original_forecast"",""source_file"":""CAEM.xlsb / native formula export"",""source_sheet"":""5a.  GDP Nominal + (S+I)"",""source_cell"":""R24"",""method"":""exact native sheet output, year header independently checked"",""fr_id"":""FR01"",""error"":null,""fr_ids"":[""FR1""],""coverage_scope"":""direct_original_output_atom"",""price_basis"":""current market GDP"",""unit_scale_unresolved"":false,""source_atom_id"":""ministry_caem:source:5a.  GDP Nominal + (S+I):row24"",""caveat"":""Exact original row now exported by the actual CAEM engine; source unit/header caveats preserved."",""source_value_type"":""formula_calculated""}"
gdp_nominal_market,Nominal GDP at market prices,ministry_caem,gdp_nom,2029,163368.11954957034,mln AZN,mln AZN,original_forecast,true,CAEM.xlsb / native formula export,5a.  GDP Nominal + (S+I),S24,S7+S11+S17-S19+S21,"exact native sheet output, year header independently checked",current market,authoritative whole-economy GDP aggregate/expenditure5a row24,positive magnitude,gdp_market,original_CAEM_2024_actual_2025_forecast,,,"Compare current market-price GDP in million AZN, not basic-price value added. Ministry macro aggregates linked production accounts; CAEM canonical GDP is expenditure-framework sheet 5a row 24, while its production-book row 85 remains separate. Oxlon 2025 is an official-history replacement. Retained input and revision boundaries differ.","{""model_id"":""ministry_caem"",""scenario_id"":""baseline"",""vintage_id"":""original_CAEM_2024_actual_2025_forecast"",""series_id"":""gdp_nom"",""concept"":""Core-framework nominal GDP at market prices, expenditure account"",""unit"":""mln AZN"",""frequency"":""annual"",""year"":2029,""value"":163368.11954957034,""status"":""run_calculated"",""data_status"":""original_forecast"",""source_file"":""CAEM.xlsb / native formula export"",""source_sheet"":""5a.  GDP Nominal + (S+I)"",""source_cell"":""S24"",""method"":""exact native sheet output, year header independently checked"",""fr_id"":""FR01"",""error"":null,""fr_ids"":[""FR1""],""coverage_scope"":""direct_original_output_atom"",""price_basis"":""current market GDP"",""unit_scale_unresolved"":false,""source_atom_id"":""ministry_caem:source:5a.  GDP Nominal + (S+I):row24"",""caveat"":""Exact original row now exported by the actual CAEM engine; source unit/header caveats preserved."",""source_value_type"":""formula_calculated""}"
gdp_nominal_market,Nominal GDP at market prices,ministry_caem,gdp_nom,2030,,mln AZN,mln AZN,No mapped saved result,false,,,,,,current market,authoritative whole-economy GDP aggregate/expenditure5a row24,positive magnitude,gdp_market,caem_2024_history_2025_forecast,,,"Compare current market-price GDP in million AZN, not basic-price value added. Ministry macro aggregates linked production accounts; CAEM canonical GDP is expenditure-framework sheet 5a row 24, while its production-book row 85 remains separate. Oxlon 2025 is an official-history replacement. Retained input and revision boundaries differ.",{}
gdp_nominal_market,Nominal GDP at market prices,ministry_caem,gdp_nom,2031,,mln AZN,mln AZN,No mapped saved result,false,,,,,,current market,authoritative whole-economy GDP aggregate/expenditure5a row24,positive magnitude,gdp_market,caem_2024_history_2025_forecast,,,"Compare current market-price GDP in million AZN, not basic-price value added. Ministry macro aggregates linked production accounts; CAEM canonical GDP is expenditure-framework sheet 5a row 24, while its production-book row 85 remains separate. Oxlon 2025 is an official-history replacement. Retained input and revision boundaries differ.",{}
gdp_nominal_market,Nominal GDP at market prices,oxlon.corrected.20260917,gdp_nom,2024,126337.0099,mln AZN,mln AZN,observed_source,true,models/oxlon/notebooks/FR01.ipynb,FR01 output,cell 86,,OXLON pipeline; source=ours; kind=actual; data_layer statutory workbook extraction,current market,whole economy,positive magnitude,gdp_market,oxlon-run-20260917T131252Z,,,"Compare current market-price GDP in million AZN, not basic-price value added. Ministry macro aggregates linked production accounts; CAEM canonical GDP is expenditure-framework sheet 5a row 24, while its production-book row 85 remains separate. Oxlon 2025 is an official-history replacement. Retained input and revision boundaries differ.","{""model_id"":""oxlon.corrected.20260917"",""scenario_id"":""baseline"",""vintage_id"":""oxlon-run-20260917T131252Z"",""series_id"":""gdp_nom"",""concept"":""GDP at market prices"",""unit"":""mln AZN"",""frequency"":""annual"",""year"":2024,""value"":126337.0099,""status"":""observed_source"",""source_file"":""models/oxlon/notebooks/FR01.ipynb"",""source_sheet"":""FR01 output"",""source_cell"":""cell 86"",""method"":""OXLON pipeline; source=ours; kind=actual; data_layer statutory workbook extraction"",""primary_source_file"":""models/oxlon/data/cache/vereq_long.csv"",""primary_source_sheet"":""2.4.1.1."",""primary_source_cell"":""row=4;year=2024"",""transformation"":""data_layer statutory workbook extraction"",""fr_ids"":[""FR1""],""data_status"":""observed_source""}"
gdp_nominal_market,Nominal GDP at market prices,oxlon.corrected.20260917,gdp_nom,2025,129094.0,mln AZN,mln AZN,observed_official,true,models/oxlon/notebooks/FR01.ipynb,FR01 output,cell 86,,OXLON pipeline; source=ours; kind=actual; official 2025 actual replacement,current market,whole economy,positive magnitude,gdp_market,oxlon-run-20260917T131252Z,,,"Compare current market-price GDP in million AZN, not basic-price value added. Ministry macro aggregates linked production accounts; CAEM canonical GDP is expenditure-framework sheet 5a row 24, while its production-book row 85 remains separate. Oxlon 2025 is an official-history replacement. Retained input and revision boundaries differ.","{""model_id"":""oxlon.corrected.20260917"",""scenario_id"":""baseline"",""vintage_id"":""oxlon-run-20260917T131252Z"",""series_id"":""gdp_nom"",""concept"":""GDP at market prices"",""unit"":""mln AZN"",""frequency"":""annual"",""year"":2025,""value"":129094.0,""status"":""observed_official"",""source_file"":""models/oxlon/notebooks/FR01.ipynb"",""source_sheet"":""FR01 output"",""source_cell"":""cell 86"",""method"":""OXLON pipeline; source=ours; kind=actual; official 2025 actual replacement"",""primary_source_file"":""models/oxlon/data/official_2025_actuals.csv"",""primary_source_sheet"":""official_2025_actuals"",""primary_source_cell"":""series=gdp_nom;year=2025"",""transformation"":""official 2025 actual replacement"",""fr_ids"":[""FR1""],""data_status"":""observed_official""}"
gdp_nominal_market,Nominal GDP at market prices,oxlon.corrected.20260917,gdp_nom,2026,141481.799,mln AZN,mln AZN,model_forecast,true,models/oxlon/notebooks/FR01.ipynb,FR01 output,cell 86,,OXLON pipeline; source=ours; kind=forecast; model estimate from notebook equations and governed assumptions; no single raw cell,current market,whole economy,positive magnitude,gdp_market,oxlon-run-20260917T131252Z,,,"Compare current market-price GDP in million AZN, not basic-price value added. Ministry macro aggregates linked production accounts; CAEM canonical GDP is expenditure-framework sheet 5a row 24, while its production-book row 85 remains separate. Oxlon 2025 is an official-history replacement. Retained input and revision boundaries differ.","{""model_id"":""oxlon.corrected.20260917"",""scenario_id"":""baseline"",""vintage_id"":""oxlon-run-20260917T131252Z"",""series_id"":""gdp_nom"",""concept"":""GDP at market prices"",""unit"":""mln AZN"",""frequency"":""annual"",""year"":2026,""value"":141481.799,""status"":""model_forecast"",""source_file"":""models/oxlon/notebooks/FR01.ipynb"",""source_sheet"":""FR01 output"",""source_cell"":""cell 86"",""method"":""OXLON pipeline; source=ours; kind=forecast; model estimate from notebook equations and governed assumptions; no single raw cell"",""primary_source_file"":"""",""primary_source_sheet"":"""",""primary_source_cell"":"""",""transformation"":""model estimate from notebook equations and governed assumptions; no single raw cell"",""fr_ids"":[""FR1""],""data_status"":""model_forecast""}"
gdp_nominal_market,Nominal GDP at market prices,oxlon.corrected.20260917,gdp_nom,2027,155631.091,mln AZN,mln AZN,model_forecast,true,models/oxlon/notebooks/FR01.ipynb,FR01 output,cell 86,,OXLON pipeline; source=ours; kind=forecast; model estimate from notebook equations and governed assumptions; no single raw cell,current market,whole economy,positive magnitude,gdp_market,oxlon-run-20260917T131252Z,,,"Compare current market-price GDP in million AZN, not basic-price value added. Ministry macro aggregates linked production accounts; CAEM canonical GDP is expenditure-framework sheet 5a row 24, while its production-book row 85 remains separate. Oxlon 2025 is an official-history replacement. Retained input and revision boundaries differ.","{""model_id"":""oxlon.corrected.20260917"",""scenario_id"":""baseline"",""vintage_id"":""oxlon-run-20260917T131252Z"",""series_id"":""gdp_nom"",""concept"":""GDP at market prices"",""unit"":""mln AZN"",""frequency"":""annual"",""year"":2027,""value"":155631.091,""status"":""model_forecast"",""source_file"":""models/oxlon/notebooks/FR01.ipynb"",""source_sheet"":""FR01 output"",""source_cell"":""cell 86"",""method"":""OXLON pipeline; source=ours; kind=forecast; model estimate from notebook equations and governed assumptions; no single raw cell"",""primary_source_file"":"""",""primary_source_sheet"":"""",""primary_source_cell"":"""",""transformation"":""model estimate from notebook equations and governed assumptions; no single raw cell"",""fr_ids"":[""FR1""],""data_status"":""model_forecast""}"
gdp_nominal_market,Nominal GDP at market prices,oxlon.corrected.20260917,gdp_nom,2028,172107.247,mln AZN,mln AZN,model_forecast,true,models/oxlon/notebooks/FR01.ipynb,FR01 output,cell 86,,OXLON pipeline; source=ours; kind=forecast; model estimate from notebook equations and governed assumptions; no single raw cell,current market,whole economy,positive magnitude,gdp_market,oxlon-run-20260917T131252Z,,,"Compare current market-price GDP in million AZN, not basic-price value added. Ministry macro aggregates linked production accounts; CAEM canonical GDP is expenditure-framework sheet 5a row 24, while its production-book row 85 remains separate. Oxlon 2025 is an official-history replacement. Retained input and revision boundaries differ.","{""model_id"":""oxlon.corrected.20260917"",""scenario_id"":""baseline"",""vintage_id"":""oxlon-run-20260917T131252Z"",""series_id"":""gdp_nom"",""concept"":""GDP at market prices"",""unit"":""mln AZN"",""frequency"":""annual"",""year"":2028,""value"":172107.247,""status"":""model_forecast"",""source_file"":""models/oxlon/notebooks/FR01.ipynb"",""source_sheet"":""FR01 output"",""source_cell"":""cell 86"",""method"":""OXLON pipeline; source=ours; kind=forecast; model estimate from notebook equations and governed assumptions; no single raw cell"",""primary_source_file"":"""",""primary_source_sheet"":"""",""primary_source_cell"":"""",""transformation"":""model estimate from notebook equations and governed assumptions; no single raw cell"",""fr_ids"":[""FR1""],""data_status"":""model_forecast""}"
gdp_nominal_market,Nominal GDP at market prices,oxlon.corrected.20260917,gdp_nom,2029,192781.374,mln AZN,mln AZN,model_forecast,true,models/oxlon/notebooks/FR01.ipynb,FR01 output,cell 86,,OXLON pipeline; source=ours; kind=forecast; model estimate from notebook equations and governed assumptions; no single raw cell,current market,whole economy,positive magnitude,gdp_market,oxlon-run-20260917T131252Z,,,"Compare current market-price GDP in million AZN, not basic-price value added. Ministry macro aggregates linked production accounts; CAEM canonical GDP is expenditure-framework sheet 5a row 24, while its production-book row 85 remains separate. Oxlon 2025 is an official-history replacement. Retained input and revision boundaries differ.","{""model_id"":""oxlon.corrected.20260917"",""scenario_id"":""baseline"",""vintage_id"":""oxlon-run-20260917T131252Z"",""series_id"":""gdp_nom"",""concept"":""GDP at market prices"",""unit"":""mln AZN"",""frequency"":""annual"",""year"":2029,""value"":192781.374,""status"":""model_forecast"",""source_file"":""models/oxlon/notebooks/FR01.ipynb"",""source_sheet"":""FR01 output"",""source_cell"":""cell 86"",""method"":""OXLON pipeline; source=ours; kind=forecast; model estimate from notebook equations and governed assumptions; no single raw cell"",""primary_source_file"":"""",""primary_source_sheet"":"""",""primary_source_cell"":"""",""transformation"":""model estimate from notebook equations and governed assumptions; no single raw cell"",""fr_ids"":[""FR1""],""data_status"":""model_forecast""}"
